Plant,Material,Description,Unrestr.Stock,UOM,Open Cust Ord,Total Open Delv,Open Prod Ord,Open Purch Ord,Open STO,In Transit,Net Available,Current Tons,Safety Stock,Max Stock Lvl,Planning Material,Restric Stock,Blocked Stock,In Qual.Insp (Restr.),Material Group,Outer Diameter,Plant Name,Wall Thickness,City,State,Country,Pincode,Full Location,Material Type,Weekly Forecast,Days of Supply Available,Organisation,Sub Category,Material Category,Column1,,,,,,,,,,,
2800,0541421000,3      GALV CONDUIT SHELLS 21',3.748,TON,0.000,0.000,0.000,0.000,0.000,0.000,3.748,3.748,0.000,0.000,R03500181-COND,3.973,0.000,0.000,71,3.500,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Rigid,0.00,0.00,Manufacturing Plants,GALV SHELL,B,280005414210003      GALV CONDUIT SHELLS 21',,,,,,,,,,,
1600,0541421000,3      GALV CONDUIT SHELLS 21',45.608,TON,0.000,0.000,0.000,409.336,0.000,23.990,478.934,69.598,0.000,0.000,R03500181-COND,0.000,0.000,0.000,71,3.500,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Rigid,0.00,0.00,Manufacturing Plants,GALV SHELL,,160005414210003      GALV CONDUIT SHELLS 21',,,,,,,,,,,
1100,0541519813,3 1/2  GALV CONDUIT SHELLS,18.486,TON,0.000,0.000,0.000,0.000,47.488,0.000,-29.002,-29.002,0.000,0.000,R04000208-COND,8.734,1.442,0.000,71,4.000,Council,0.2150,Council,OH,USA,43223,"Council, OH, USA",Rigid,0.00,0.00,Manufacturing Plants,GALV SHELL,,110005415198133 1/2  GALV CONDUIT SHELLS,,,,,,,,,,,
2800,0541519813,3 1/2  GALV CONDUIT SHELLS,3.392,TON,0.000,0.000,0.000,0.000,0.000,0.000,3.392,3.392,0.000,0.000,R04000208-COND,0.000,0.000,0.000,71,4.000,Rochelle,0.2150,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Rigid,0.00,0.00,Manufacturing Plants,GALV SHELL,B,280005415198133 1/2  GALV CONDUIT SHELLS,,,,,,,,,,,
1600,0541519813,3 1/2  GALV CONDUIT SHELLS,0.000,TON,0.000,0.000,0.000,47.488,0.000,0.000,47.488,0.000,0.000,0.000,R04000208-COND,0.000,0.000,0.000,71,4.000,Cambridge,0.2150,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Rigid,0.00,0.00,Manufacturing Plants,GALV SHELL,,160005415198133 1/2  GALV CONDUIT SHELLS,,,,,,,,,,,
1100,0541619167,4 x 19.167     GALV CONDUIT SHELLS,0.575,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.575,0.575,0.000,0.000,R04500208-C1012H,1.917,0.000,0.000,71,4.500,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Rigid,0.00,0.00,Manufacturing Plants,GALV SHELL,,110005416191674 x 19.167     GALV CONDUIT SHELLS,,,,,,,,,,,
1100,0541619813,4      GALV CONDUIT SHELLS,21.299,TON,"1,313.701",0.000,0.000,0.000,127.893,0.000,"-1,420.295","-1,420.295",0.000,0.000,R04500208-COND,13.770,8.619,0.000,71,4.500,Council,0.2250,Council,OH,USA,43223,"Council, OH, USA",Rigid,0.00,0.00,Manufacturing Plants,GALV SHELL,,110005416198134      GALV CONDUIT SHELLS,,,,,,,,,,,
1175,0541619813,4      GALV CONDUIT SHELLS,0.000,TON,0.000,0.000,0.000,95.102,0.000,0.000,95.102,0.000,0.000,0.000,R04500208-COND,0.000,0.000,0.000,71,4.500,Specialty Conduit & MFG L.L.C.,0.2250,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",Rigid,0.00,0.00,Manufacturing Plants,GALV SHELL,,117505416198134      GALV CONDUIT SHELLS,,,,,,,,,,,
1600,0541619813,4      GALV CONDUIT SHELLS,96.588,TON,0.000,0.000,0.000,32.791,0.000,0.000,129.379,96.588,0.000,0.000,R04500208-COND,0.000,0.000,0.000,71,4.500,Cambridge,0.2250,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Rigid,0.00,0.00,Manufacturing Plants,GALV SHELL,,160005416198134      GALV CONDUIT SHELLS,,,,,,,,,,,
1100,0541621167,4      GALV CONDUIT SHELLS,36.936,TON,232.837,0.000,0.000,0.000,"1,184.611",0.000,"-1,380.512","-1,380.512",0.000,0.000,R04500208-COND,14.817,18.839,0.000,71,4.500,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Rigid,0.00,0.00,Manufacturing Plants,GALV SHELL,,110005416211674      GALV CONDUIT SHELLS,,,,,,,,,,,
1600,0541621167,4      GALV CONDUIT SHELLS,67.991,TON,0.000,0.000,0.000,"1,184.611",0.000,23.284,"1,275.886",91.275,0.000,0.000,R04500208-COND,0.000,0.000,0.000,71,4.500,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Rigid,0.00,0.00,Manufacturing Plants,GALV SHELL,,160005416211674      GALV CONDUIT SHELLS,,,,,,,,,,,
1600,0541621833,4      GALV CONDUIT SHELLS,0.000,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.960,0.000,R04500208-C1012H,0.000,0.000,0.000,71,4.500,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Rigid,75.96,10.85,Manufacturing Plants,GALV SHELL,,160005416218334      GALV CONDUIT SHELLS,,,,,,,,,,,
1175,0542010000,1/2   IMC SHELLS,0.000,TON,0.000,0.000,0.000,155.000,0.000,0.000,155.000,0.000,0.000,0.000,R00815070-C1010P,0.000,0.000,0.000,85W,0.815,Specialty Conduit & MFG L.L.C.,0.0930,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,117505420100001/2   IMC SHELLS,,,,,,,,,,,
1175,0542019958,"1/2   IMC SHELLS (239.50"")",84.186,TON,0.000,0.000,0.000,4.712,0.000,0.000,88.898,84.186,0.000,0.000,R00815070-C1010P,0.000,0.000,0.000,85W,0.815,Specialty Conduit & MFG L.L.C.,0.0930,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"117505420199581/2   IMC SHELLS (239.50"")",,,,,,,,,,,
1175,0542110000,3/4   IMC SHELLS,170.898,TON,0.000,0.000,0.000,786.009,0.000,0.000,956.907,170.898,0.000,0.000,R01029075-C1006P,0.000,0.000,0.000,85W,1.029,Specialty Conduit & MFG L.L.C.,0.1000,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,117505421100003/4   IMC SHELLS,,,,,,,,,,,
2800,0542119958,"3/4   IMC SHELLS (239.500"")",6.438,TON,0.000,0.000,0.000,0.000,0.000,0.000,6.438,6.438,0.000,0.000,R01029075-C1006P,0.000,0.000,0.000,85W,1.029,Rochelle,0.1000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"280005421199583/4   IMC SHELLS (239.500"")",,,,,,,,,,,
1175,0542119958,"3/4   IMC SHELLS (239.500"")",38.143,TON,0.000,0.000,0.000,170.874,0.000,0.000,209.017,38.143,0.000,0.000,R01029075-C1006P,0.000,0.000,0.000,85W,1.029,Specialty Conduit & MFG L.L.C.,0.1000,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"117505421199583/4   IMC SHELLS (239.500"")",,,,,,,,,,,
1175,0542210000,1     IMC SHELLS,0.000,TON,0.000,0.000,0.000,362.950,0.000,0.000,362.950,0.000,0.000,0.000,R01290085-C1010,0.000,0.000,0.000,85W,1.290,Specialty Conduit & MFG L.L.C.,0.0780,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,117505422100001     IMC SHELLS,,,,,,,,,,,
2800,0542219896,"1     IMC SHELLS (238.750"")",3.232,TON,0.000,0.000,0.000,0.000,0.000,0.000,3.232,3.232,0.000,0.000,R01290085-C1015P,12.927,0.000,0.000,85W,1.290,Rochelle,0.0780,Rochelle,IL,USA,61068,"Rochelle, IL, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"280005422198961     IMC SHELLS (238.750"")",,,,,,,,,,,
1175,0542219896,"1     IMC SHELLS (238.750"")",0.000,TON,0.000,0.000,0.000,339.270,0.000,0.000,339.270,0.000,0.000,0.000,R01290085-C1015P,0.000,0.000,0.000,85W,1.290,Specialty Conduit & MFG L.L.C.,0.0780,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"117505422198961     IMC SHELLS (238.750"")",,,,,,,,,,,
1175,0542310000,1 1/4 IMC SHELLS,0.000,TON,0.000,0.000,0.000,258.093,0.000,0.000,258.093,0.000,0.000,0.000,R01638085-C1010P,0.000,0.000,0.000,85W,1.638,Specialty Conduit & MFG L.L.C.,0.1050,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,117505423100001 1/4 IMC SHELLS,,,,,,,,,,,
1175,0542319896,"1 1/4   IMC SHELLS (238.750"")",0.000,TON,0.000,0.000,0.000,20.303,0.000,0.000,20.303,0.000,0.000,0.000,R01638085-C1015P,0.000,0.000,0.000,85W,1.638,Specialty Conduit & MFG L.L.C.,0.1050,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"117505423198961 1/4   IMC SHELLS (238.750"")",,,,,,,,,,,
1175,0542410000,1 1/2 IMC SHELLS,0.000,TON,0.000,0.000,0.000,352.110,0.000,0.000,352.110,0.000,0.000,0.000,R01883095-C1010P,0.000,0.000,0.000,85W,1.883,Specialty Conduit & MFG L.L.C.,0.1050,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,117505424100001 1/2 IMC SHELLS,,,,,,,,,,,
1175,0542419896,"1 1/2   IMC SHELLS (238.750"")",0.000,TON,0.000,0.000,0.000,1.212,0.000,0.000,1.212,0.000,0.000,0.000,R01883095-C1006P,0.000,0.000,0.000,85W,1.883,Specialty Conduit & MFG L.L.C.,0.1050,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"117505424198961 1/2   IMC SHELLS (238.750"")",,,,,,,,,,,
2800,0542419896,"1 1/2   IMC SHELLS (238.750"")",0.000,TON,0.000,0.000,250.116,0.000,0.000,0.000,250.116,0.000,0.000,0.000,R01883095-C1006P,0.000,0.000,0.000,85W,1.883,Rochelle,0.1050,Rochelle,IL,USA,61068,"Rochelle, IL, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"280005424198961 1/2   IMC SHELLS (238.750"")",,,,,,,,,,,
1175,0542519896,"2 IMC SHELLS (238.750"")",0.000,TON,0.000,0.000,0.000,128.436,0.000,0.000,128.436,0.000,0.000,0.000,R02360095-C1006P,0.000,0.000,0.000,85W,2.360,Specialty Conduit & MFG L.L.C.,0.1500,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"117505425198962 IMC SHELLS (238.750"")",,,,,,,,,,,
2800,0542619875,"2 1/2 IMC SHELLS (238.500"")",94.924,TON,0.000,0.000,0.000,0.000,0.000,0.000,94.924,94.924,0.000,0.000,R02857142-C1015P,0.833,0.000,0.000,85W,2.857,Rochelle,0.1500,Rochelle,IL,USA,61068,"Rochelle, IL, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"280005426198752 1/2 IMC SHELLS (238.500"")",,,,,,,,,,,
1175,0542619875,"2 1/2 IMC SHELLS (238.500"")",69.944,TON,0.000,0.000,0.000,0.000,0.000,0.000,69.944,69.944,0.000,0.000,R02857142-C1015P,0.000,0.000,0.000,85W,2.857,Specialty Conduit & MFG L.L.C.,0.1500,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"117505426198752 1/2 IMC SHELLS (238.500"")",,,,,,,,,,,
2800,0542719875,"3     IMC SHELLS (238.500"")",5.031,TON,0.000,0.000,0.000,0.000,0.000,0.000,5.031,5.031,0.000,0.000,R03476142-C1015P,0.809,3.238,0.000,85W,3.476,Rochelle,0.1420,Rochelle,IL,USA,61068,"Rochelle, IL, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"280005427198753     IMC SHELLS (238.500"")",,,,,,,,,,,
1175,0542719875,"3     IMC SHELLS (238.500"")",184.785,TON,0.000,0.000,0.000,3.910,0.000,0.000,188.695,184.785,0.000,0.000,R03476142-C1015P,0.000,0.000,0.000,85W,3.476,Specialty Conduit & MFG L.L.C.,0.1420,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"117505427198753     IMC SHELLS (238.500"")",,,,,,,,,,,
2800,0542819875,"3 1/2 IMC SHELLS (238.500"")",104.511,TON,0.000,0.000,0.000,0.000,0.000,0.000,104.511,104.511,0.000,0.000,R03971142-C1015P,4.000,0.000,0.000,85W,3.971,Rochelle,0.1500,Rochelle,IL,USA,61068,"Rochelle, IL, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"280005428198753 1/2 IMC SHELLS (238.500"")",,,,,,,,,,,
1175,0542919875,"4     IMC SHELLS (238.500"")",87.440,TON,0.000,0.000,0.000,2.660,0.000,0.000,90.100,87.440,0.000,0.000,R04466142-C1015P,0.000,0.000,0.000,85W,4.466,Specialty Conduit & MFG L.L.C.,0.1500,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",IMC WIP,0.00,0.00,Manufacturing Plants,IMC,,"117505429198754     IMC SHELLS (238.500"")",,,,,,,,,,,
3120,0543810000,1/2 RIGID - UL,2.493,TON,0.000,0.000,0.000,0.000,0.000,0.000,2.493,2.493,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Bishop & Brogdon,0.1040,Atlanta,GA,USA,30303,"Atlanta, GA, USA",Rigid,0.00,0.00,Wheatland,RIGID,D,312005438100001/2 RIGID - UL,,,,,,,,,,,
3485,0543810000,1/2 RIGID - UL,1.755,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.755,1.755,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Marvin Bochner Inc,0.1040,Miami,FL,USA,33101,"Miami, FL, USA",Rigid,0.00,0.00,Wheatland,RIGID,C,348505438100001/2 RIGID - UL,,,,,,,,,,,
3130,0543810000,1/2 RIGID - UL,0.504,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.504,0.504,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Carter York Agency,0.1040,Charlotte,NC,USA,28202,"Charlotte, NC, USA",Rigid,0.00,0.00,Wheatland,RIGID,A,313005438100001/2 RIGID - UL,,,,,,,,,,,
4170,0543810000,1/2 RIGID - UL,2.042,TON,0.000,1.025,0.000,0.000,0.000,0.000,1.017,1.017,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Electra Sales of N Tx Inc,0.1040,Iriving,TX,USA,75039,"Iriving, TX, USA",Rigid,0.00,0.00,Wheatland,RIGID,C,417005438100001/2 RIGID - UL,,,,,,,,,,,
3570,0543810000,1/2 RIGID - UL,1.246,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.246,1.246,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,L.P. CHICK COMPANY,0.1040,Louisville,KY,USA,40202,"Louisville, KY, USA",Rigid,0.00,0.00,Wheatland,RIGID,C,357005438100001/2 RIGID - UL,,,,,,,,,,,
3500,0543810000,1/2 RIGID - UL,1.234,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.234,1.234,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,ALLIED GROUP SALES,0.1040,Phoenix,AZ,USA,85003,"Phoenix, AZ, USA",Rigid,0.00,0.00,Wheatland,RIGID,C,350005438100001/2 RIGID - UL,,,,,,,,,,,
3590,0543810000,1/2 RIGID - UL,0.968,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.968,0.968,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,GCD Tampa,0.1040,Tampa,FL,USA,33602,"Tampa, FL, USA",Rigid,0.00,0.00,Western,RIGID,C,359005438100001/2 RIGID - UL,,,,,,,,,,,
4380,0543810000,1/2 RIGID - UL,3.444,TON,0.000,0.000,0.000,0.000,0.000,0.000,3.444,3.444,2.050,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Electra Products Agency,0.1040,Indianapolis,IN,USA,46204,"Indianapolis, IN, USA",Rigid,2.05,0.29,Western,RIGID,B,438005438100001/2 RIGID - UL,,,,,,,,,,,
4180,0543810000,1/2 RIGID - UL,0.902,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.902,0.902,1.025,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,"Electrical Lines, Inc",0.1040,Aurora,CO,USA,80012,"Aurora, CO, USA",Rigid,1.03,0.15,Wheatland,RIGID,C,418005438100001/2 RIGID - UL,,,,,,,,,,,
2800,0543810000,1/2 RIGID - UL,4.449,TON,7.175,3.157,69.701,88.151,0.000,0.000,151.764,-6.088,92.001,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Rochelle,0.1040,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Rigid,92.00,13.14,Manufacturing Plants,RIGID,B,280005438100001/2 RIGID - UL,,,,,,,,,,,
3410,0543810000,1/2 RIGID - UL,1.025,TON,0.000,0.410,0.000,0.000,0.000,0.000,0.615,0.615,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Electro Lines,0.1040,Syracuse,NY,USA,13202,"Syracuse, NY, USA",Rigid,0.00,0.00,Wheatland,RIGID,C,341005438100001/2 RIGID - UL,,,,,,,,,,,
1600,0543810000,1/2 RIGID - UL,0.168,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.168,0.168,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Cambridge,0.1040,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Rigid,0.00,0.00,Manufacturing Plants,RIGID,,160005438100001/2 RIGID - UL,,,,,,,,,,,
3200,0543810000,1/2 RIGID - UL,0.816,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.816,0.816,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Nelson and Associates,0.1040,Santa Fe Springs,CA,USA,90670,"Santa Fe Springs, CA, USA",Rigid,0.00,0.00,Wheatland,RIGID,C,320005438100001/2 RIGID - UL,,,,,,,,,,,
3180,0543810000,1/2 RIGID - UL,1.312,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.312,1.312,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Brazill Brothers,0.1040,North Brunswick,NJ,USA,8902,"North Brunswick, NJ, USA",Rigid,0.00,0.00,Wheatland,RIGID,C,318005438100001/2 RIGID - UL,,,,,,,,,,,
3540,0543810000,1/2 RIGID - UL,1.460,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.460,1.460,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,LEX ASSOCIATES,0.1040,Edison,NJ,USA,8903,"Edison, NJ, USA",Rigid,0.00,0.00,Western,RIGID,B,354005438100001/2 RIGID - UL,,,,,,,,,,,
3380,0543810000,1/2 RIGID - UL,0.451,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.451,0.451,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,"Riffle and Associates, Inc.",0.1040,Cincinnati,OH,USA,45202,"Cincinnati, OH, USA",Rigid,0.00,0.00,Wheatland,RIGID,C,338005438100001/2 RIGID - UL,,,,,,,,,,,
3420,0543810000,1/2 RIGID - UL,0.205,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.205,0.205,1.435,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,General Power & Control - LA,0.1040,Geismar,LA,USA,70734,"Geismar, LA, USA",Rigid,1.44,0.21,Wheatland,RIGID,D,342005438100001/2 RIGID - UL,,,,,,,,,,,
2920,0543810000,1/2 RIGID - UL,1.763,TON,0.000,1.025,0.000,0.000,0.000,0.000,0.738,0.738,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Garden Grove,0.1040,Garden Grove,CA,USA,92840,"Garden Grove, CA, USA",Rigid,0.00,0.00,Zekelman Warehouse,RIGID,B,292005438100001/2 RIGID - UL,,,,,,,,,,,
3440,0543810000,1/2 RIGID - UL,0.996,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.996,0.996,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Robert A. Amey Co.,0.1040,Portland,OR,USA,97201,"Portland, OR, USA",Rigid,0.00,0.00,Wheatland,RIGID,B,344005438100001/2 RIGID - UL,,,,,,,,,,,
3530,0543810000,1/2 RIGID - UL,1.968,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.968,1.968,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,"GORIN-HOPPER-McCOY, INC.",0.1040,Norcross,GA,USA,30071,"Norcross, GA, USA",Rigid,0.00,0.00,Wheatland,RIGID,B,353005438100001/2 RIGID - UL,,,,,,,,,,,
3560,0543810000,1/2 RIGID - UL,1.025,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.025,1.025,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,E-TEL,0.1040,Houston,TX,USA,77002,"Houston, TX, USA",Rigid,0.00,0.00,Wheatland,RIGID,B,356005438100001/2 RIGID - UL,,,,,,,,,,,
2910,0543810000,1/2 RIGID - UL,5.609,TON,3.075,1.025,0.000,0.000,0.000,4.100,5.609,5.609,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Mountain House Warehouse,0.1040,Mountain House,CA,USA,95391,"Mountain House, CA, USA",Rigid,0.00,0.00,Zekelman Warehouse,RIGID,B,291005438100001/2 RIGID - UL,,,,,,,,,,,
4350,0543810000,1/2 RIGID - UL,1.484,TON,0.000,0.328,0.000,0.000,0.000,1.025,2.181,2.181,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Northwinds Corporation,0.1040,Mississauga,ON,Canada,            L5B 3C9,"Mississauga, ON, Canada",Rigid,0.00,0.00,Western,RIGID,B,435005438100001/2 RIGID - UL,,,,,,,,,,,
2900,0543810000,1/2 RIGID - UL,7.667,TON,3.116,2.050,0.000,0.000,0.000,0.000,2.501,2.501,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,71,0.840,Auburn Warehouse,0.1040,Auburn,WA,USA,98002,"Auburn, WA, USA",Rigid,0.00,0.00,Zekelman Warehouse,RIGID,B,290005438100001/2 RIGID - UL,,,,,,,,,,,
1175,0543910000,3/4 RIGID - UL,0.011,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.011,0.000,0.000,R01050100-C1012H,0.000,0.000,0.000,71,1.050,Specialty Conduit & MFG L.L.C.,0.1070,Mt. Braddock,PA,USA,15465,"Mt. Braddock, PA, USA",Rigid,0.00,0.00,Manufacturing Plants,RIGID,,117505439100003/4 RIGID - UL,,,,,,,,,,,
3165,0543910000,3/4 RIGID - UL,0.000,TON,0.000,0.000,0.000,2.180,0.000,0.000,2.180,0.000,0.000,0.000,R01050100-C1012H,0.000,0.000,0.000,71,1.050,DSI Southwest,0.1070,Dallas,TX,USA,75201,"Dallas, TX, USA",Rigid,0.00,0.00,Wheatland,RIGID,A,316505439100003/4 RIGID - UL,,,,,,,,,,,
3500,0543910000,3/4 RIGID - UL,0.801,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.801,0.801,0.000,0.000,R01050100-C1012H,0.000,0.000,0.000,71,1.050,ALLIED GROUP SALES,0.1070,Phoenix,AZ,USA,85003,"Phoenix, AZ, USA",Rigid,0.00,0.00,Wheatland,RIGID,B,350005439100003/4 RIGID - UL,,,,,,,,,,,
4180,0543910000,3/4 RIGID - UL,3.052,TON,0.000,0.000,0.000,0.000,0.000,0.000,3.052,3.052,4.360,0.000,R01050100-C1012H,0.000,0.000,0.000,71,1.050,"Electrical Lines, Inc",0.1070,Aurora,CO,USA,80012,"Aurora, CO, USA",Rigid,4.36,0.62,Wheatland,RIGID,A,418005439100003/4 RIGID - UL,,,,,,,,,,,
2800,0543910000,3/4 RIGID - UL,164.928,TON,55.154,78.807,252.880,0.000,0.000,0.000,283.847,30.967,0.000,818.000,R01050100-C1012H,5.063,0.000,0.000,71,1.050,Rochelle,0.1070,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Rigid,204.50,29.21,Manufacturing Plants,RIGID,A,280005439100003/4 RIGID - UL,,,,,,,,,,,
3180,0544420000,2 1/2 RIGID x 20',0.391,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.391,0.391,0.000,0.000,R02875165-C1012H,0.000,0.000,0.000,71,2.875,Brazill Brothers,0.1930,North Brunswick,NJ,USA,8902,"North Brunswick, NJ, USA",Rigid,0.00,0.00,Wheatland,20FT RIGID,D,318005444200002 1/2 RIGID x 20',,,,,,,,,,,
3120,0544510000,3 RIGID - UL,5.198,TON,0.000,1.163,0.000,0.000,0.000,0.000,4.035,4.035,0.000,0.000,R03500181-C1012H,0.000,0.000,0.000,71,3.500,Bishop & Brogdon,0.2050,Atlanta,GA,USA,30303,"Atlanta, GA, USA",Rigid,0.00,0.00,Wheatland,RIGID,D,312005445100003 RIGID - UL,,,,,,,,,,,
3485,0544510000,3 RIGID - UL,0.872,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.872,0.872,0.000,0.000,R03500181-C1012H,0.000,0.000,0.000,71,3.500,Marvin Bochner Inc,0.2050,Miami,FL,USA,33101,"Miami, FL, USA",Rigid,0.00,0.00,Wheatland,RIGID,C,348505445100003 RIGID - UL,,,,,,,,,,,
3500,0544510000,3 RIGID - UL,1.927,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.927,1.927,0.000,0.000,R03500181-C1012H,0.000,0.000,0.000,71,3.500,ALLIED GROUP SALES,0.2050,Phoenix,AZ,USA,85003,"Phoenix, AZ, USA",Rigid,0.00,0.00,Wheatland,RIGID,B,350005445100003 RIGID - UL,,,,,,,,,,,
4380,0544510000,3 RIGID - UL,24.500,TON,0.000,0.000,0.000,0.000,0.000,0.000,24.500,24.500,7.633,0.000,R03500181-C1012H,0.000,0.000,0.000,71,3.500,Electra Products Agency,0.2050,Indianapolis,IN,USA,46204,"Indianapolis, IN, USA",Rigid,7.63,1.09,Western,RIGID,B,438005445100003 RIGID - UL,,,,,,,,,,,
4180,0544510000,3 RIGID - UL,0.145,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.145,0.145,1.090,0.000,R03500181-C1012H,0.000,0.000,0.000,71,3.500,"Electrical Lines, Inc",0.2050,Aurora,CO,USA,80012,"Aurora, CO, USA",Rigid,1.09,0.16,Wheatland,RIGID,B,418005445100003 RIGID - UL,,,,,,,,,,,
3570,0544510000,3 RIGID - UL,2.617,TON,0.000,0.000,0.000,0.000,0.000,0.000,2.617,2.617,5.452,0.000,R03500181-C1012H,0.000,0.000,0.000,71,3.500,L.P. CHICK COMPANY,0.2050,Louisville,KY,USA,40202,"Louisville, KY, USA",Rigid,5.45,0.78,Wheatland,RIGID,C,357005445100003 RIGID - UL,,,,,,,,,,,
