Plant,Material,Description,Unrestr.Stock,UOM,Open Cust Ord,Total Open Delv,Open Prod Ord,Open Purch Ord,Open STO,In Transit,Net Available,Current Tons,Safety Stock,Max Stock Lvl,Planning Material,Restric Stock,Blocked Stock,In Qual.Insp (Restr.),Material Group,Outer Diameter,Plant Name,Wall Thickness,City,State,Country,Pincode,Full Location,Material Type,Weekly Forecast,Days of Supply Available,Organisation,Sub Category,Material Category,Column1,,,,,,,,,,,
3200,07070,4      ELBOW RIGID 45 DEG 36  RAD,0.473,TON,0.000,0.276,0.000,0.000,0.000,0.000,0.197,0.197,0.453,0.000,,0.000,0.000,0.000,59,4.500,Nelson and Associates,0.0000,Santa Fe Springs,CA,USA,90670,"Santa Fe Springs, CA, USA",Elbow Blanks,0.45,0.06,Wheatland,Elbow Blanks,,3200070704      ELBOW RIGID 45 DEG 36  RAD,,,,,,,,,,,
3440,07070,4      ELBOW RIGID 45 DEG 36  RAD,0.571,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.571,0.867,0.000,,0.000,0.000,0.000,59,4.500,Robert A. Amey Co.,0.0000,Portland,OR,USA,97201,"Portland, OR, USA",Elbow Blanks,0.87,0.12,Wheatland,Elbow Blanks,,3440070704      ELBOW RIGID 45 DEG 36  RAD,,,,,,,,,,,
2900,07070,4      ELBOW RIGID 45 DEG 36  RAD,0.808,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.808,0.808,0.768,0.000,,0.000,0.000,0.000,59,4.500,Auburn Warehouse,0.0000,Auburn,WA,USA,98002,"Auburn, WA, USA",Elbow Blanks,0.77,0.11,Zekelman Warehouse,Elbow Blanks,,2900070704      ELBOW RIGID 45 DEG 36  RAD,,,,,,,,,,,
3410,07070,4      ELBOW RIGID 45 DEG 36  RAD,0.690,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.690,0.690,0.177,0.000,,0.000,0.000,0.000,59,4.500,Electro Lines,0.0000,Syracuse,NY,USA,13202,"Syracuse, NY, USA",Elbow Blanks,0.18,0.03,Wheatland,Elbow Blanks,,3410070704      ELBOW RIGID 45 DEG 36  RAD,,,,,,,,,,,
3410,07071,5      ELBOW RIGID 45 DEG 36  RAD,0.963,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.963,0.963,0.770,0.000,,0.000,0.000,0.000,59,5.563,Electro Lines,0.0000,Syracuse,NY,USA,13202,"Syracuse, NY, USA",Elbow Blanks,0.77,0.11,Wheatland,Elbow Blanks,,3410070715      ELBOW RIGID 45 DEG 36  RAD,,,,,,,,,,,
1600,07071,5      ELBOW RIGID 45 DEG 36  RAD,0.886,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.886,0.886,0.501,0.000,,0.000,0.000,0.000,59,5.563,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.50,0.07,Manufacturing Plants,Elbow Blanks,,1600070715      ELBOW RIGID 45 DEG 36  RAD,,,,,,,,,,,
1600,07072,6      ELBOW RIGID 45 DEG 36  RAD,0.000,TON,0.000,0.000,10.995,0.000,0.000,0.000,10.995,0.000,0.807,0.000,,0.000,0.000,0.000,59,6.625,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.81,0.12,Manufacturing Plants,Elbow Blanks,,1600070726      ELBOW RIGID 45 DEG 36  RAD,,,,,,,,,,,
1600,07095,2      ELBOW RIGID 60 DEG 36  RAD,0.017,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.017,0.000,0.000,R02375135-C1012H,0.000,0.000,0.000,59,2.375,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600070952      ELBOW RIGID 60 DEG 36  RAD,,,,,,,,,,,
1600,07121,1      ELBOW RIGID 90 DEG 36  RAD,0.509,TON,0.000,1.395,1.350,0.000,0.000,0.000,0.464,-0.886,0.549,0.000,R06625253-C1010H,0.000,0.000,0.000,59,1.315,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.55,0.08,Manufacturing Plants,Elbow Blanks,,1600071211      ELBOW RIGID 90 DEG 36  RAD,,,,,,,,,,,
2910,07121,1      ELBOW RIGID 90 DEG 36  RAD,0.036,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.036,0.000,0.000,,0.000,0.000,0.000,59,1.315,Mountain House Warehouse,0.0000,Mountain House,CA,USA,95391,"Mountain House, CA, USA",Elbow Blanks,0.00,0.00,Zekelman Warehouse,Elbow Blanks,,2910071211      ELBOW RIGID 90 DEG 36  RAD,,,,,,,,,,,
2900,07121,1      ELBOW RIGID 90 DEG 36  RAD,0.279,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.279,0.279,0.077,0.000,,0.000,0.000,0.000,59,1.315,Auburn Warehouse,0.0000,Auburn,WA,USA,98002,"Auburn, WA, USA",Elbow Blanks,0.08,0.01,Zekelman Warehouse,Elbow Blanks,,2900071211      ELBOW RIGID 90 DEG 36  RAD,,,,,,,,,,,
3200,07121,1      ELBOW RIGID 90 DEG 36  RAD,0.068,TON,0.000,0.054,0.000,0.000,0.000,0.000,0.014,0.014,0.045,0.000,,0.000,0.000,0.000,59,1.315,Nelson and Associates,0.0000,Santa Fe Springs,CA,USA,90670,"Santa Fe Springs, CA, USA",Elbow Blanks,0.05,0.01,Wheatland,Elbow Blanks,,3200071211      ELBOW RIGID 90 DEG 36  RAD,,,,,,,,,,,
1600,06618,5     ELB RIG 90 DEG 36 RAD SPEED COUPLE,0.000,TON,0.000,1.176,0.000,0.000,0.000,0.000,-1.176,-1.176,0.000,0.000,R05563225-C1010H,0.000,0.000,0.000,59,5.563,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Speed Couple,,1600066185     ELB RIG 90 DEG 36 RAD SPEED COUPLE,,,,,,,,,,,
1600,06634,2      ELBOW RIGID 45 DEG 15  RAD,0.000,TON,0.000,0.009,0.116,0.000,0.000,0.000,0.107,-0.009,0.107,0.000,R02375135-C1012H,0.000,0.000,0.000,59,2.375,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.11,0.02,Manufacturing Plants,Elbow Blanks,,1600066342      ELBOW RIGID 45 DEG 15  RAD,,,,,,,,,,,
1600,06682,1 1/4  ELBOW RIGID 90 DEG 15  RAD,0.011,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.011,0.000,0.000,R01660116-C1012H,0.000,0.000,0.000,59,1.660,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600066821 1/4  ELBOW RIGID 90 DEG 15  RAD,,,,,,,,,,,
1600,06683,1 1/2  ELBOW RIGID 90 DEG 15  RAD,0.000,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.000,,0.000,0.000,0.000,59,1.900,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.08,0.01,Manufacturing Plants,Elbow Blanks,,1600066831 1/2  ELBOW RIGID 90 DEG 15  RAD,,,,,,,,,,,
1600,06684,2      ELBOW RIGID 90 DEG 15  RAD,0.215,TON,0.000,0.235,0.075,0.000,0.000,0.000,0.055,-0.020,0.050,0.000,,0.000,0.000,0.000,59,2.375,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.05,0.01,Manufacturing Plants,Elbow Blanks,,1600066842      ELBOW RIGID 90 DEG 15  RAD,,,,,,,,,,,
1600,06686,3      ELBOW RIGID 90 DEG 15  RAD,0.063,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.063,0.000,0.000,R03500181-C1012H,0.000,0.000,0.000,59,3.500,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600066863      ELBOW RIGID 90 DEG 15  RAD,,,,,,,,,,,
1600,06711,3      ELBOW RIGID 30 DEG 18  RAD,0.650,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.650,0.650,0.000,0.000,R03500181-C1012H,0.000,0.000,0.000,59,3.500,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600067113      ELBOW RIGID 30 DEG 18  RAD,,,,,,,,,,,
1600,06713,4      ELBOW RIGID 30 DEG 18  RAD,0.098,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.098,0.098,0.000,0.000,R04500208-C1012H,0.000,0.000,0.000,59,4.500,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600067134      ELBOW RIGID 30 DEG 18  RAD,,,,,,,,,,,
1600,06734,1      ELBOW RIGID 45 DEG 18  RAD,0.019,TON,0.342,0.000,0.000,0.000,0.000,0.000,-0.323,-0.323,0.000,0.000,R01315107-C1012H,0.000,0.000,0.000,59,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600067341      ELBOW RIGID 45 DEG 18  RAD,,,,,,,,,,,
1600,06735,1 1/2  ELBOW RIGID 45 DEG 18  RAD,0.060,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.000,0.000,R01900121-C1012H,0.000,0.000,0.000,59,1.900,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600067351 1/2  ELBOW RIGID 45 DEG 18  RAD,,,,,,,,,,,
1600,06736,2      ELBOW RIGID 45 DEG 18  RAD,0.132,TON,0.264,0.000,0.000,0.000,0.000,0.000,-0.132,-0.132,0.000,0.000,,0.000,0.000,0.000,59,2.375,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600067362      ELBOW RIGID 45 DEG 18  RAD,,,,,,,,,,,
1600,06737,2 1/2  ELBOW RIGID 45 DEG 18  RAD,0.138,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.138,0.138,0.000,0.000,R02875165-C1012H,0.000,0.000,0.000,59,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600067372 1/2  ELBOW RIGID 45 DEG 18  RAD,,,,,,,,,,,
1600,06738,3      ELBOW RIGID 45 DEG 18  RAD,0.021,TON,0.158,0.000,0.000,0.000,0.000,0.000,-0.137,-0.137,0.000,0.000,R03500181-C1012H,0.000,0.000,0.000,59,3.500,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600067383      ELBOW RIGID 45 DEG 18  RAD,,,,,,,,,,,
1600,06740,4      ELBOW RIGID 45 DEG 18  RAD,0.176,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.176,0.176,0.000,0.000,R04500208-C1012H,0.000,0.000,0.000,59,4.500,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600067404      ELBOW RIGID 45 DEG 18  RAD,,,,,,,,,,,
1600,06750,2     GRC TRAFFIC ELL PER DWG,0.042,TON,0.000,0.000,12.000,0.000,0.000,0.000,12.042,0.042,0.000,0.000,,0.000,0.000,0.000,59,2.375,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600067502     GRC TRAFFIC ELL PER DWG,,,,,,,,,,,
1600,06787,1      ELBOW RIGID 90 DEG 18  RAD,0.215,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.215,0.215,0.165,0.000,R05563225-PURCH,0.000,0.000,0.000,59,1.315,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.17,0.02,Manufacturing Plants,Elbow Blanks,,1600067871      ELBOW RIGID 90 DEG 18  RAD,,,,,,,,,,,
1600,06788,1 1/4  ELBOW RIGID 90 DEG 18  RAD,0.571,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.571,0.074,0.000,R01660116-C1012H,0.000,0.000,0.000,59,1.660,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.07,0.01,Manufacturing Plants,Elbow Blanks,,1600067881 1/4  ELBOW RIGID 90 DEG 18  RAD,,,,,,,,,,,
3200,06789,1 1/2  ELBOW RIGID 90 DEG 18  RAD,0.335,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.335,0.335,0.000,0.000,,0.000,0.000,0.000,59,1.900,Nelson and Associates,0.0000,Santa Fe Springs,CA,USA,90670,"Santa Fe Springs, CA, USA",Elbow Blanks,0.00,0.00,Wheatland,Elbow Blanks,,3200067891 1/2  ELBOW RIGID 90 DEG 18  RAD,,,,,,,,,,,
1600,06789,1 1/2  ELBOW RIGID 90 DEG 18  RAD,0.695,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.695,0.695,0.195,0.000,,0.000,0.000,0.000,59,1.900,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.20,0.03,Manufacturing Plants,Elbow Blanks,,1600067891 1/2  ELBOW RIGID 90 DEG 18  RAD,,,,,,,,,,,
3165,06790,2      ELBOW RIGID 90 DEG 18 RAD,0.000,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.462,0.000,,0.000,0.000,0.000,59,2.375,DSI Southwest,0.0000,Dallas,TX,USA,75201,"Dallas, TX, USA",Elbow Blanks,0.46,0.07,Wheatland,Elbow Blanks,,3165067902      ELBOW RIGID 90 DEG 18 RAD,,,,,,,,,,,
1600,06790,2      ELBOW RIGID 90 DEG 18 RAD,2.030,TON,0.000,0.000,0.000,0.000,0.000,0.000,2.030,2.030,1.199,0.000,,0.000,0.000,0.000,59,2.375,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,1.20,0.17,Manufacturing Plants,Elbow Blanks,,1600067902      ELBOW RIGID 90 DEG 18 RAD,,,,,,,,,,,
3410,06790,2      ELBOW RIGID 90 DEG 18 RAD,0.363,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.363,0.363,0.154,0.000,,0.000,0.000,0.000,59,2.375,Electro Lines,0.0000,Syracuse,NY,USA,13202,"Syracuse, NY, USA",Elbow Blanks,0.15,0.02,Wheatland,Elbow Blanks,,3410067902      ELBOW RIGID 90 DEG 18 RAD,,,,,,,,,,,
2900,06790,2      ELBOW RIGID 90 DEG 18 RAD,0.215,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.215,0.215,0.017,0.000,,0.000,0.000,0.000,59,2.375,Auburn Warehouse,0.0000,Auburn,WA,USA,98002,"Auburn, WA, USA",Elbow Blanks,0.02,0.00,Zekelman Warehouse,Elbow Blanks,,2900067902      ELBOW RIGID 90 DEG 18 RAD,,,,,,,,,,,
4180,06790,2      ELBOW RIGID 90 DEG 18 RAD,0.000,TON,0.000,0.000,0.000,0.000,0.000,0.028,0.028,0.028,0.000,0.000,,0.000,0.000,0.000,59,2.375,"Electrical Lines, Inc",0.0000,Aurora,CO,USA,80012,"Aurora, CO, USA",Elbow Blanks,0.00,0.00,Wheatland,Elbow Blanks,,4180067902      ELBOW RIGID 90 DEG 18 RAD,,,,,,,,,,,
1600,06791,2 1/2  ELBOW RIGID 90 DEG 18  RAD,0.979,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.979,0.979,0.088,0.000,,0.000,0.000,0.000,59,2.875,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.09,0.01,Manufacturing Plants,Elbow Blanks,,1600067912 1/2  ELBOW RIGID 90 DEG 18  RAD,,,,,,,,,,,
3485,06792,3      ELBOW RIGID 90 DEG 18  RAD,0.196,TON,0.000,0.196,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.000,R03500181-C1012H,0.000,0.000,0.000,59,3.500,Marvin Bochner Inc,0.0000,Miami,FL,USA,33101,"Miami, FL, USA",Elbow Blanks,0.07,0.01,Wheatland,Elbow Blanks,,3485067923      ELBOW RIGID 90 DEG 18  RAD,,,,,,,,,,,
1600,06792,3      ELBOW RIGID 90 DEG 18  RAD,0.035,TON,0.000,0.610,0.633,0.000,0.000,0.000,0.058,-0.575,0.644,0.000,R03500181-C1012H,0.000,0.000,0.000,59,3.500,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.64,0.09,Manufacturing Plants,Elbow Blanks,,1600067923      ELBOW RIGID 90 DEG 18  RAD,,,,,,,,,,,
1600,06793,3 1/2  ELBOW RIGID 90 DEG 18  RAD,0.124,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.124,0.124,0.062,0.000,R04000208-C1012H,0.000,0.000,0.000,59,4.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.06,0.01,Manufacturing Plants,Elbow Blanks,,1600067933 1/2  ELBOW RIGID 90 DEG 18  RAD,,,,,,,,,,,
1600,06794,4      ELBOW RIGID 90 DEG 18 RAD,1.026,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.026,1.026,0.532,0.000,,0.000,0.000,0.000,59,4.500,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.53,0.08,Manufacturing Plants,Elbow Blanks,,1600067944      ELBOW RIGID 90 DEG 18 RAD,,,,,,,,,,,
1100,04493,1/2    STD BLK API CPLGS,1.128,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.128,1.128,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100044931/2    STD BLK API CPLGS,,,,,,,,,,,
1100,04494,3/4    STD BLK API CPLGS,1.050,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.050,1.050,0.000,0.000,,0.000,0.000,0.000,54,1.050,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100044943/4    STD BLK API CPLGS,,,,,,,,,,,
1100,04495,1      STD BLK API CPLGS,1.788,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.788,1.788,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100044951      STD BLK API CPLGS,,,,,,,,,,,
1100,04496,1 1/4  STD BLK API CPLGS,0.523,TON,0.000,0.000,0.000,0.051,0.000,0.000,0.574,0.523,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100044961 1/4  STD BLK API CPLGS,,,,,,,,,,,
1100,04497,1 1/2  STD BLK API CPLGS,0.423,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.423,0.423,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100044971 1/2  STD BLK API CPLGS,,,,,,,,,,,
1100,04498,2      STD BLK API CPLGS,9.465,TON,0.000,0.000,0.000,219.072,0.000,0.000,228.537,9.465,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100044982      STD BLK API CPLGS,,,,,,,,,,,
1100,04499,2 1/2  STD BLK API CPLGS,1.771,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.771,1.771,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100044992 1/2  STD BLK API CPLGS,,,,,,,,,,,
1100,04500,3      STD BLK API CPLGS,6.436,TON,0.000,0.000,0.000,524.699,0.000,0.000,531.135,6.436,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100045003      STD BLK API CPLGS,,,,,,,,,,,
1100,04502,4      STD BLK API CPLGS,10.968,TON,0.000,0.000,0.000,696.709,0.000,0.000,707.677,10.968,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100045024      STD BLK API CPLGS,,,,,,,,,,,
1100,04530,1/2    STD GALV API CPLGS,0.415,TON,0.000,0.000,0.000,0.480,0.000,0.000,0.895,0.415,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100045301/2    STD GALV API CPLGS,,,,,,,,,,,
1100,04531,3/4    STD GALV API CPLGS,0.445,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.445,0.000,0.000,,0.000,0.000,0.000,54,1.050,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100045313/4    STD GALV API CPLGS,,,,,,,,,,,
1100,04532,1      STD GALV API CPLGS,2.824,TON,0.000,0.000,0.000,0.000,0.000,0.000,2.824,2.824,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100045321      STD GALV API CPLGS,,,,,,,,,,,
1100,04533,1 1/4  STD GALV API CPLGS,0.984,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.984,0.984,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100045331 1/4  STD GALV API CPLGS,,,,,,,,,,,
1100,04534,1 1/2  STD GALV API CPLGS,0.874,TON,0.000,0.000,0.000,0.003,0.000,0.000,0.877,0.874,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100045341 1/2  STD GALV API CPLGS,,,,,,,,,,,
1100,04535,2      STD GALV API CPLGS,1.044,TON,0.000,0.000,0.000,5.942,0.000,0.000,6.986,1.044,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100045352      STD GALV API CPLGS,,,,,,,,,,,
1100,04536,2 1/2  STD GALV API CPLGS,0.262,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.262,0.262,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100045362 1/2  STD GALV API CPLGS,,,,,,,,,,,
1100,04537,3      STD GALV API CPLGS,0.000,TON,0.000,0.000,0.000,0.613,0.000,0.000,0.613,0.000,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100045373      STD GALV API CPLGS,,,,,,,,,,,
1100,04539,4      STD GALV API CPLGS,0.873,TON,0.000,0.000,0.000,1.138,0.000,0.000,2.011,0.873,0.000,0.000,,0.000,0.000,0.000,54,0.000,Council,0.0000,Council,OH,USA,43223,"Council, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1100045394      STD GALV API CPLGS,,,,,,,,,,,
1600,06244,3      ELBOW RIGID 15 DEG STD RAD SHORTS,0.062,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.062,0.038,0.000,R03500181-C1012H,0.000,0.000,0.000,59,3.500,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.04,0.01,Manufacturing Plants,Elbow Blanks,,1600062443      ELBOW RIGID 15 DEG STD RAD SHORTS,,,,,,,,,,,
1600,06247,1/2    ELBOW RIGID 22 1/2 DEG STD RAD,0.000,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,R00840100-C1012H,0.000,0.000,0.000,59,0.840,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600062471/2    ELBOW RIGID 22 1/2 DEG STD RAD,,,,,,,,,,,
3440,06249,1      ELBOW RIGID 22 1/2 DEG STD RAD,0.000,TON,0.030,0.000,0.000,0.000,0.000,0.000,-0.030,-0.030,0.000,0.000,,0.000,0.000,0.000,59,1.315,Robert A. Amey Co.,0.0000,Portland,OR,USA,97201,"Portland, OR, USA",Elbow Blanks,0.00,0.00,Wheatland,Elbow Blanks,,3440062491      ELBOW RIGID 22 1/2 DEG STD RAD,,,,,,,,,,,
2910,06249,1      ELBOW RIGID 22 1/2 DEG STD RAD,0.006,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.006,0.007,0.000,,0.000,0.000,0.000,59,1.315,Mountain House Warehouse,0.0000,Mountain House,CA,USA,95391,"Mountain House, CA, USA",Elbow Blanks,0.01,0.00,Zekelman Warehouse,Elbow Blanks,,2910062491      ELBOW RIGID 22 1/2 DEG STD RAD,,,,,,,,,,,
3200,06249,1      ELBOW RIGID 22 1/2 DEG STD RAD,0.000,TON,0.000,0.000,0.000,0.038,0.000,0.000,0.038,0.000,0.005,0.000,,0.000,0.000,0.000,59,1.315,Nelson and Associates,0.0000,Santa Fe Springs,CA,USA,90670,"Santa Fe Springs, CA, USA",Elbow Blanks,0.01,0.00,Wheatland,Elbow Blanks,,3200062491      ELBOW RIGID 22 1/2 DEG STD RAD,,,,,,,,,,,
1600,06249,1      ELBOW RIGID 22 1/2 DEG STD RAD,0.308,TON,0.000,0.011,0.301,0.000,0.038,0.000,0.560,0.259,0.038,0.000,,0.000,0.000,0.000,59,1.315,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.04,0.01,Manufacturing Plants,Elbow Blanks,,1600062491      ELBOW RIGID 22 1/2 DEG STD RAD,,,,,,,,,,,
1600,06250,6      ELBOW RIGID 15 DEG STD RAD,1.780,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.780,1.780,0.000,0.000,R06625253-C1010H,0.000,0.000,0.000,59,6.625,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600062506      ELBOW RIGID 15 DEG STD RAD,,,,,,,,,,,
